,Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18
0,zalora.co.id,1,11,6346,48.90909090909091,528.8333333333334,4.075757575757575,0.9166666666666666,0.9166666666666666,0.7356896028388524,10,229215,555.6,19101.25,46.300000000000004,0.8333333333333334,0.8333333333333334,0.5428687247932831,5,0.4166666666666667
1,ostsaechsische-sparkasse-dresden.de,1,31,16170,149.0,462.0,4.257142857142857,0.8857142857142857,0.9714285714285714,3.4425997072270067,33,609103,1768.060606060606,17402.942857142858,50.51601731601731,0.9428571428571428,0.9428571428571428,3.1975225330073602,11,0.3142857142857143
2,sparkasse-osnabrueck.de,1,22,10733,143.4090909090909,466.6521739130435,6.235177865612648,0.9565217391304348,0.9565217391304348,2.729710962531923,20,348822,1903.3,15166.173913043478,82.75217391304348,0.8695652173913043,0.8695652173913043,2.1710562689459727,8,0.34782608695652173
3,tipico.de,1,8,4088,84.25,454.22222222222223,9.36111111111111,0.8888888888888888,0.8888888888888888,0.7776110834052804,7,150645,1138.4285714285713,16738.333333333332,126.49206349206348,0.7777777777777778,0.7777777777777778,0.5973628613991205,4,0.4444444444444444
4,stacksocial.com,1,14,6014,82.07142857142857,400.93333333333334,5.4714285714285715,0.9333333333333333,0.9333333333333333,1.3319111544679347,13,207470,762.7692307692307,13831.333333333334,50.85128205128205,0.8666666666666667,0.8666666666666667,0.7292776813974471,5,0.3333333333333333
5,fix-price.ru,1,11,6734,174.1818181818182,561.1666666666666,14.515151515151516,0.9166666666666666,0.9166666666666666,0.9988405455860678,10,230355,2472.3,19196.25,206.025,0.8333333333333334,0.8333333333333334,0.6496442382772899,4,0.3333333333333333
6,f2pool.com,1,9,5437,231.33333333333334,543.7,23.133333333333333,0.9,0.9,-0.3481434654279497,7,177418,1828.857142857143,17741.8,182.8857142857143,0.7,0.7,0.29086720169343033,3,0.3
7,letpub.com.cn,1,11,6722,103.27272727272727,517.0769230769231,7.944055944055943,0.8461538461538461,0.9230769230769231,0.9307086250290888,11,251779,872.0,19367.615384615383,67.07692307692308,0.8461538461538461,0.8461538461538461,0.552436542541085,3,0.23076923076923078
8,superesportes.com.br,1,18,11094,62.111111111111114,554.7,3.1055555555555556,0.9,0.95,1.46388357592614,18,419041,222.77777777777777,20952.05,11.13888888888889,0.9,0.9,0.5322073966018033,6,0.3
9,ighome.com,1,8,4030,75.625,403.0,7.5625,0.8,0.9,0.5397636935562834,8,132235,696.875,13223.5,69.6875,0.8,0.8,0.3624176342480068,4,0.4
10,zenmate.com,1,10,5028,77.8,457.09090909090907,7.072727272727272,0.9090909090909091,0.9090909090909091,0.5505993904355945,9,170133,912.0,15466.636363636364,82.9090909090909,0.8181818181818182,0.8181818181818182,0.48973675674925565,4,0.36363636363636365
11,themimu.info,1,11,5622,115.63636363636364,468.5,9.636363636363637,0.9166666666666666,0.9166666666666666,1.4029667902635035,10,205608,1435.9,17134.0,119.65833333333335,0.8333333333333334,0.8333333333333334,0.8367361172231259,5,0.4166666666666667
12,6play.fr,1,7,4789,250.57142857142858,598.625,31.321428571428573,0.875,0.875,0.198091093997237,5,127159,1115.8,15894.875,139.475,0.625,0.625,0.28816634667291346,1,0.125
13,febshoes.com,1,11,4815,109.36363636363636,401.25,9.113636363636363,0.9166666666666666,0.9166666666666666,0.9029547047028451,10,162016,1835.2,13501.333333333334,152.93333333333334,0.8333333333333334,0.8333333333333334,0.7317009570091271,4,0.3333333333333333
14,openthesaurus.de,1,15,8117,82.26666666666667,507.3125,5.141666666666667,0.9375,0.9375,1.6921745636651455,14,303589,1000.0714285714286,18974.3125,62.504464285714285,0.875,0.875,1.1359076041984815,7,0.4375
15,fragrancex.com,1,12,5441,96.5,388.64285714285717,6.892857142857143,0.8571428571428571,0.9285714285714286,1.2173143090349097,12,185733,1114.4166666666667,13266.642857142857,79.60119047619048,0.8571428571428571,0.8571428571428571,0.6962328414653194,4,0.2857142857142857
16,jacquieetmichel.net,1,17,7009,151.05882352941177,368.89473684210526,7.95046439628483,0.8947368421052632,0.9473684210526315,1.5479650847673438,17,259366,2149.529411764706,13650.842105263158,113.13312693498452,0.8947368421052632,0.8947368421052632,1.6321370638088606,8,0.42105263157894735
17,vetstreet.com,1,11,6906,45.0,531.2307692307693,3.4615384615384617,0.8461538461538461,0.9230769230769231,0.7590714925592332,11,241475,458.09090909090907,18575.0,35.23776223776223,0.8461538461538461,0.8461538461538461,0.5041069159364036,4,0.3076923076923077
18,mgcorp.co,1,7,4066,198.42857142857142,451.77777777777777,22.047619047619047,0.7777777777777778,0.8888888888888888,0.38774203316684264,7,150891,2264.8571428571427,16765.666666666668,251.65079365079362,0.7777777777777778,0.7777777777777778,0.512677157374119,2,0.2222222222222222
19,ihergo.com,1,9,4225,75.66666666666667,422.5,7.566666666666667,0.9,0.9,0.4474164392301598,8,139649,972.375,13964.9,97.2375,0.8,0.8,0.4827066452508953,4,0.4
20,cybercoders.com,1,12,6186,127.58333333333333,412.4,8.505555555555555,0.8,0.9333333333333333,0.8941018901158196,13,214021,679.3846153846154,14268.066666666668,45.29230769230769,0.8666666666666667,0.8666666666666667,0.7186208223077458,4,0.26666666666666666
21,examprog.com,1,11,5596,120.9090909090909,466.3333333333333,10.075757575757576,0.9166666666666666,0.9166666666666666,1.0171185136713699,10,191696,842.9,15974.666666666666,70.24166666666666,0.8333333333333334,0.8333333333333334,0.7090074797218883,4,0.3333333333333333
22,kamilkoc.com.tr,1,14,7275,104.5,485.0,6.966666666666667,0.9333333333333333,0.9333333333333333,1.426521776192788,13,248042,1416.923076923077,16536.133333333335,94.46153846153847,0.8666666666666667,0.8666666666666667,0.9995396567869119,4,0.26666666666666666
23,bobcares.com,1,11,4273,72.72727272727273,356.0833333333333,6.060606060606061,0.9166666666666666,0.9166666666666666,0.6702932541011002,10,141400,1445.8,11783.333333333334,120.48333333333333,0.8333333333333334,0.8333333333333334,0.49328272481738283,4,0.3333333333333333
24,gitter.im,1,8,4577,84.5,508.55555555555554,9.38888888888889,0.8888888888888888,0.8888888888888888,0.7785561192248079,7,161736,1086.0,17970.666666666668,120.66666666666667,0.7777777777777778,0.7777777777777778,0.5116222301288378,3,0.3333333333333333
25,playoverwatch.com,1,16,8125,121.4375,477.94117647058823,7.143382352941177,0.9411764705882353,0.9411764705882353,1.4952187929665173,14,252469,755.7142857142857,14851.117647058823,44.45378151260504,0.8235294117647058,0.8235294117647058,0.8665074620626948,5,0.29411764705882354
26,goear.eu,1,7,3180,132.14285714285714,397.5,16.517857142857142,0.875,0.875,0.7149330577971248,6,114125,2153.3333333333335,14265.625,269.1666666666667,0.75,0.75,0.5722020017337179,5,0.625
27,krmalk.tv,1,8,4504,166.625,500.44444444444446,18.51388888888889,0.8888888888888888,0.8888888888888888,0.9654375470285721,6,127631,1105.1666666666667,14181.222222222223,122.7962962962963,0.6666666666666666,0.6666666666666666,0.5196751211179094,1,0.1111111111111111
28,king5.com,1,8,4690,209.75,521.1111111111111,23.305555555555557,0.8888888888888888,0.8888888888888888,-0.3120127687601731,6,147486,1670.1666666666667,16387.333333333332,185.57407407407408,0.6666666666666666,0.6666666666666666,0.17565972487102088,2,0.2222222222222222
29,esetube.com,1,10,4776,52.4,434.1818181818182,4.763636363636364,0.9090909090909091,0.9090909090909091,0.698504669525763,9,160557,528.2222222222222,14596.09090909091,48.020202020202014,0.8181818181818182,0.8181818181818182,0.49342446797118716,5,0.45454545454545453
30,fazenda.mg.gov.br,1,16,8530,138.875,501.7647058823529,8.169117647058824,0.9411764705882353,0.9411764705882353,1.968208264291477,15,321687,1617.8,18922.764705882353,95.16470588235293,0.8823529411764706,0.8823529411764706,1.2291754294534796,4,0.23529411764705882
31,marisa.com.br,1,12,6101,43.5,469.3076923076923,3.3461538461538463,0.9230769230769231,0.9230769230769231,0.8912060915687935,11,229464,230.0909090909091,17651.076923076922,17.6993006993007,0.8461538461538461,0.8461538461538461,0.31859837212352377,4,0.3076923076923077
32,seytti.com,1,9,5619,115.55555555555556,561.9,11.555555555555555,0.9,0.9,0.7440052719274135,8,192650,2766.5,19265.0,276.65,0.8,0.8,0.5963160064241009,3,0.3
33,comprasparaguai.com.br,1,18,9591,94.83333333333333,435.95454545454544,4.3106060606060606,0.8181818181818182,0.9545454545454546,1.9020712049566098,19,361836,863.5263157894736,16447.090909090908,39.251196172248804,0.8636363636363636,0.9090909090909091,1.3174980079479228,8,0.36363636363636365
34,microchip.com,1,12,5355,87.25,411.9230769230769,6.711538461538462,0.9230769230769231,0.9230769230769231,1.2227845464023113,11,182502,702.4545454545455,14038.615384615385,54.03496503496504,0.8461538461538461,0.8461538461538461,0.7490610474704027,4,0.3076923076923077
35,lomadee.com,1,9,3911,35.44444444444444,355.54545454545456,3.222222222222222,0.8181818181818182,0.9090909090909091,0.5641042939643691,9,127662,739.4444444444445,11605.636363636364,67.22222222222223,0.8181818181818182,0.8181818181818182,0.5384393416507505,5,0.45454545454545453
36,yaeby.me,1,7,3926,201.85714285714286,490.75,25.232142857142858,0.875,0.875,0.8445269456119446,5,96868,4022.0,12108.5,502.75,0.625,0.625,0.5477585193533195,3,0.375
37,shanbay.com,1,10,4489,76.5,408.09090909090907,6.954545454545454,0.9090909090909091,0.9090909090909091,0.8150574696610021,9,149641,590.4444444444445,13603.727272727272,53.676767676767675,0.8181818181818182,0.8181818181818182,0.4747021712770747,3,0.2727272727272727
38,readlightnovel.org,1,17,8001,129.47058823529412,444.5,7.19281045751634,0.9444444444444444,0.9444444444444444,1.8127530015433388,16,278822,1412.25,15490.111111111111,78.45833333333333,0.8888888888888888,0.8888888888888888,1.348018332176178,6,0.3333333333333333
39,pigsback.com,1,11,4376,124.72727272727273,364.6666666666667,10.393939393939394,0.9166666666666666,0.9166666666666666,1.1337312163588764,10,145309,2216.2,12109.083333333334,184.6833333333333,0.8333333333333334,0.8333333333333334,0.7000261102309806,3,0.25
40,lexigram.gr,1,9,4813,135.44444444444446,437.54545454545456,12.313131313131315,0.8181818181818182,0.9090909090909091,1.0539306930537937,9,173338,2013.0,15758.0,183.0,0.8181818181818182,0.8181818181818182,0.8191544338173817,3,0.2727272727272727
41,spicesafar.com,1,13,5428,82.38461538461539,387.7142857142857,5.884615384615385,0.9285714285714286,0.9285714285714286,1.1895829779863822,12,185228,729.3333333333334,13230.57142857143,52.095238095238095,0.8571428571428571,0.8571428571428571,0.8038396581372629,5,0.35714285714285715
42,ablesky.com,1,10,4702,106.1,427.45454545454544,9.645454545454545,0.9090909090909091,0.9090909090909091,0.8263806460609563,9,157764,741.5555555555555,14342.181818181818,67.41414141414141,0.8181818181818182,0.8181818181818182,0.579792111901274,3,0.2727272727272727
43,sexmotors.com,1,12,7455,99.66666666666667,573.4615384615385,7.666666666666667,0.9230769230769231,0.9230769230769231,0.7571337812812218,11,262354,1077.090909090909,20181.076923076922,82.85314685314685,0.8461538461538461,0.8461538461538461,0.6679286172146304,4,0.3076923076923077
44,izlesene.com,1,11,5436,83.81818181818181,453.0,6.984848484848484,0.9166666666666666,0.9166666666666666,0.47208975048891394,10,185606,594.0,15467.166666666666,49.5,0.8333333333333334,0.8333333333333334,0.5234113969420782,5,0.4166666666666667
45,sadhguru.org,1,11,6161,173.45454545454547,513.4166666666666,14.454545454545455,0.9166666666666666,0.9166666666666666,0.9599545880623372,9,204475,2206.6666666666665,17039.583333333332,183.88888888888889,0.75,0.75,0.96277979892965,4,0.3333333333333333
46,belwue.de,1,8,3950,228.625,438.8888888888889,25.40277777777778,0.8888888888888888,0.8888888888888888,0.4831447156601921,5,96145,1686.2,10682.777777777777,187.35555555555555,0.5555555555555556,0.5555555555555556,0.46524483882508744,4,0.4444444444444444
47,menafn.com,1,9,3870,119.22222222222223,387.0,11.922222222222222,0.9,0.9,0.3283141883880099,8,126149,2960.75,12614.9,296.075,0.8,0.8,0.3710811436293502,3,0.3
48,freehat.cc,1,9,3672,110.22222222222223,367.2,11.022222222222222,0.9,0.9,0.8807467840208778,8,136312,1049.375,13631.2,104.9375,0.8,0.8,0.5344813592947881,3,0.3
49,vienna.at,1,8,3711,94.875,412.3333333333333,10.541666666666666,0.8888888888888888,0.8888888888888888,0.9001853830565647,7,140084,1137.2857142857142,15564.888888888889,126.36507936507935,0.7777777777777778,0.7777777777777778,0.6591079524440264,4,0.4444444444444444
50,dineout.co.in,1,11,6925,54.45454545454545,532.6923076923077,4.188811188811188,0.8461538461538461,0.9230769230769231,0.7846331164869961,11,250838,697.7272727272727,19295.23076923077,53.67132867132867,0.8461538461538461,0.8461538461538461,0.5805538339913239,6,0.46153846153846156
51,ashraafi.com,1,11,4196,116.45454545454545,349.6666666666667,9.704545454545455,0.9166666666666666,0.9166666666666666,0.9814746016167586,10,138469,2211.2,11539.083333333334,184.26666666666665,0.8333333333333334,0.8333333333333334,0.896224022237588,5,0.4166666666666667
52,infojobs.it,1,10,4935,152.0,448.6363636363636,13.818181818181818,0.9090909090909091,0.9090909090909091,1.0130827539537626,9,175009,1633.4444444444443,15909.90909090909,148.49494949494948,0.8181818181818182,0.8181818181818182,0.48954657872376534,4,0.36363636363636365
53,adventureinyou.com,1,17,9077,110.52941176470588,504.27777777777777,6.140522875816994,0.9444444444444444,0.9444444444444444,1.5657080863043729,16,323865,1041.625,17992.5,57.86805555555556,0.8888888888888888,0.8888888888888888,1.2309575091548866,8,0.4444444444444444
54,gotrekperu.com,1,13,6961,99.0,497.2142857142857,7.071428571428571,0.9285714285714286,0.9285714285714286,0.9737614630501586,12,243534,2124.5833333333335,17395.285714285714,151.75595238095238,0.8571428571428571,0.8571428571428571,0.9232218372928737,5,0.35714285714285715
55,cocoleech.com,1,10,4390,74.0,337.6923076923077,5.6923076923076925,0.7692307692307693,0.9230769230769231,0.9356326407734255,11,145811,881.7272727272727,11216.23076923077,67.82517482517483,0.8461538461538461,0.8461538461538461,0.7993689277615017,5,0.38461538461538464
56,bunited.com,1,10,4701,56.2,427.3636363636364,5.109090909090909,0.9090909090909091,0.9090909090909091,0.7955393153137668,9,157706,425.6666666666667,14336.90909090909,38.696969696969695,0.8181818181818182,0.8181818181818182,0.4023354662131203,4,0.36363636363636365
57,zipcar.com,1,9,4637,105.44444444444444,463.7,10.544444444444444,0.9,0.9,0.6322335708252168,8,155298,1424.25,15529.8,142.425,0.8,0.8,0.5265669302376778,3,0.3
